mass	C_12	C_13	C_14	N_14	N_15	Mg_24	Mg_25	Mg_26	Mg_27	Al_26	Al_27	Si_28	Si_29	Si_30	Si_32	S_32	S_33	S_34	Ca_40	Ar_44	K_44	Ca_44	Sc_46	Ti_46	Ca_47	Sc_47	Ti_47	Sc_48	Ti_48	Ca_49	Sc_49	Ti_49	Ca_50	Sc_50	Ti_50
6.63293	0.452739	3.42E-09	5.54E-08	2.01E-07	4.72E-09	0.0937241	0.00645705	0.00392597	4.04E-05	3.60E-05	0.00328503	0.0316314	0.0143456	0.00627778	4.07E-05	0.00140472	8.01E-05	0.000276798	3.36E-07	2.75E-07	5.43E-07	8.18E-07	2.00E-08	3.40E-10	3.06E-06	1.42E-07	7.75E-10	1.11E-07	2.01E-09	1.21E-07	1.97E-07	8.74E-09	2.91E-09	7.10E-08	1.37E-06
6.6442	0.456516	9.31E-10	3.74E-08	1.12E-07	3.63E-09	0.0989959	0.00681002	0.00428333	5.97E-05	3.65E-05	0.00327831	0.0330555	0.0142811	0.00578719	4.05E-05	0.00126612	7.37E-05	0.000242128	4.39E-07	2.40E-07	5.38E-07	8.74E-07	1.63E-08	2.28E-10	2.87E-06	1.09E-07	4.85E-10	8.69E-08	1.54E-09	1.10E-07	1.84E-07	8.81E-09	2.60E-09	6.58E-08	1.42E-06
6.65545	0.460319	5.02E-10	2.49E-08	5.81E-08	2.63E-09	0.103164	0.00716896	0.00479283	9.71E-05	3.47E-05	0.00317049	0.0338591	0.0140494	0.00522283	4.04E-05	0.00109656	6.56E-05	0.000206055	5.78E-07	2.07E-07	5.42E-07	9.41E-07	1.26E-08	1.38E-10	2.68E-06	7.83E-08	2.71E-10	6.64E-08	1.33E-09	9.92E-08	1.74E-07	9.51E-09	2.33E-09	6.09E-08	1.47E-06
6.66669	0.464012	6.15E-10	1.73E-08	2.98E-08	1.87E-09	0.104894	0.00749645	0.00552827	0.000169291	3.01E-05	0.00290801	0.0333061	0.0135458	0.00457815	3.96E-05	0.00089613	5.56E-05	0.000169661	7.67E-07	1.74E-07	5.56E-07	1.02E-06	8.97E-09	7.73E-11	2.48E-06	5.12E-08	1.38E-10	5.03E-08	1.41E-09	8.85E-08	1.65E-07	1.11E-08	2.07E-09	5.61E-08	1.53E-06
6.67791	0.467727	9.02E-10	1.29E-08	1.63E-08	1.15E-09	0.102052	0.00772605	0.00659606	0.000300686	2.26E-05	0.00243938	0.0304067	0.0126156	0.003853	3.74E-05	0.000671765	4.35E-05	0.000134612	1.02E-06	1.43E-07	5.80E-07	1.11E-06	5.77E-09	4.71E-11	2.26E-06	2.98E-08	7.43E-11	3.90E-08	1.82E-09	7.83E-08	1.57E-07	1.38E-08	1.83E-09	5.13E-08	1.60E-06
6.68911	0.477184	1.35E-09	5.64E-09	6.37E-09	6.83E-10	0.108761	0.00797384	0.00696129	0.000358813	2.16E-05	0.00220558	0.0337191	0.0124809	0.00355218	3.54E-05	0.000623221	4.22E-05	0.000124517	1.21E-06	1.33E-07	5.78E-07	1.06E-06	3.99E-09	3.36E-11	2.06E-06	2.02E-08	5.20E-11	3.07E-08	1.83E-09	7.46E-08	1.40E-07	1.41E-08	1.80E-09	4.68E-08	1.57E-06
6.68981	0.477465	1.35E-09	5.56E-09	6.17E-09	6.33E-10	0.107739	0.00797674	0.00709097	0.000375709	2.06E-05	0.00214742	0.0330636	0.0123481	0.00348556	3.50E-05	0.000601688	4.09E-05	0.000121816	1.24E-06	1.30E-07	5.80E-07	1.07E-06	3.79E-09	3.31E-11	2.04E-06	1.91E-08	5.09E-11	3.02E-08	1.89E-09	7.39E-08	1.40E-07	1.44E-08	1.78E-09	4.64E-08	1.57E-06
6.69051	0.479807	1.44E-09	4.52E-09	5.14E-09	6.36E-10	0.111498	0.00801969	0.00686744	0.000350157	2.25E-05	0.00222049	0.0356044	0.0126476	0.00358076	3.54E-05	0.000644357	4.38E-05	0.000126505	1.21E-06	1.35E-07	5.71E-07	1.03E-06	3.82E-09	3.07E-11	2.03E-06	1.96E-08	4.80E-11	2.92E-08	1.71E-09	7.51E-08	1.36E-07	1.34E-08	1.83E-09	4.60E-08	1.54E-06
6.69086	0.480275	1.45E-09	4.37E-09	4.94E-09	6.12E-10	0.111443	0.00802589	0.00690085	0.00035495	2.22E-05	0.00220144	0.0355984	0.0126231	0.0035614	3.53E-05	0.000639205	4.35E-05	0.000125811	1.22E-06	1.35E-07	5.71E-07	1.02E-06	3.73E-09	3.00E-11	2.02E-06	1.92E-08	4.70E-11	2.88E-08	1.71E-09	7.50E-08	1.35E-07	1.34E-08	1.83E-09	4.58E-08	1.54E-06
6.69296	0.480498	1.40E-09	4.46E-09	4.78E-09	4.88E-10	0.107239	0.00801472	0.00733552	0.000410241	1.91E-05	0.0020158	0.0328732	0.0121531	0.00335038	3.43E-05	0.000566705	3.90E-05	0.000117191	1.30E-06	1.27E-07	5.80E-07	1.05E-06	3.23E-09	2.96E-11	1.98E-06	1.61E-08	4.53E-11	2.78E-08	1.90E-09	7.26E-08	1.35E-07	1.45E-08	1.77E-09	4.50E-08	1.57E-06
6.7003	0.481218	1.21E-09	5.24E-09	4.31E-09	2.15E-10	0.0925316	0.00789446	0.0088002	0.000594219	1.11E-05	0.00144615	0.0246697	0.0105004	0.00271362	3.00E-05	0.000376064	2.67E-05	9.46E-05	1.62E-06	1.03E-07	6.11E-07	1.15E-06	1.99E-09	3.62E-11	1.83E-06	9.06E-09	5.31E-11	2.65E-08	2.71E-09	6.55E-08	1.35E-07	1.90E-08	1.57E-09	4.24E-08	1.65E-06
6.71146	0.482325	9.67E-10	9.16E-09	3.93E-09	5.16E-11	0.0677072	0.00761226	0.0111	0.000829059	4.34E-06	0.000783434	0.014401	0.00770835	0.00187275	2.20E-05	0.000193192	1.39E-05	7.27E-05	2.27E-06	7.25E-08	6.57E-07	1.32E-06	9.20E-10	6.84E-11	1.59E-06	3.93E-09	1.01E-10	2.87E-08	4.79E-09	5.56E-08	1.36E-07	2.92E-08	1.31E-09	3.81E-08	1.79E-06
6.71983	0.483107	9.72E-10	1.68E-08	4.18E-09	2.03E-11	0.0500214	0.00751926	0.0126076	0.000922553	2.27E-06	0.000502048	0.00910873	0.00571598	0.00138816	1.66E-05	0.000125402	8.42E-06	6.41E-05	2.89E-06	5.49E-08	6.87E-07	1.45E-06	5.45E-10	1.14E-10	1.42E-06	2.59E-09	1.71E-10	3.23E-08	7.21E-09	4.94E-08	1.36E-07	4.00E-08	1.14E-09	3.50E-08	1.90E-06
6.72962	0.483967	1.35E-09	3.81E-08	5.96E-09	1.19E-11	0.0322918	0.00772179	0.0139742	0.000947432	1.40E-06	0.000323619	0.00508861	0.00369016	0.000971798	1.19E-05	9.10E-05	5.12E-06	5.87E-05	3.77E-06	3.91E-08	7.13E-07	1.60E-06	3.14E-10	2.05E-10	1.24E-06	2.21E-09	3.13E-10	3.79E-08	1.13E-08	4.33E-08	1.35E-07	5.66E-08	9.67E-10	3.14E-08	2.03E-06
6.73732	0.484574	1.95E-09	7.86E-08	1.01E-08	1.35E-11	0.0219032	0.00814695	0.0146657	0.000919786	1.23E-06	0.00024207	0.00320873	0.00245983	0.000755975	9.40E-06	8.35E-05	3.98E-06	5.66E-05	4.56E-06	3.02E-08	7.23E-07	1.71E-06	2.12E-10	3.10E-10	1.11E-06	2.37E-09	4.80E-10	4.27E-08	1.55E-08	3.94E-08	1.34E-07	7.20E-08	8.58E-10	2.88E-08	2.11E-06
6.74501	0.485132	2.91E-09	4.32E-07	2.82E-08	2.16E-11	0.0145508	0.00873245	0.0150365	0.000863447	9.90E-07	0.000181102	0.00203638	0.00154581	0.000613298	7.71E-06	8.47E-05	3.53E-06	5.55E-05	5.42E-06	2.35E-08	7.24E-07	1.81E-06	1.55E-10	4.47E-10	1.00E-06	2.77E-09	7.05E-10	4.75E-08	2.05E-08	3.62E-08	1.32E-07	8.91E-08	7.68E-10	2.65E-08	2.19E-06
6.7534	0.48576	5.27E-09	7.49E-06	1.25E-07	1.71E-11	0.00911539	0.00942237	0.0149388	0.000765102	5.02E-07	0.000125479	0.00126827	0.000873725	0.000506171	6.24E-06	9.21E-05	3.53E-06	5.48E-05	6.62E-06	1.73E-08	7.20E-07	1.92E-06	1.35E-10	6.85E-10	8.74E-07	3.59E-09	1.09E-09	5.38E-08	2.82E-08	3.29E-08	1.30E-07	1.14E-07	7.80E-10	2.42E-08	2.28E-06
6.76177	0.486563	1.53E-08	6.76E-05	3.52E-07	1.07E-11	0.00510405	0.00995176	0.0137574	0.000597784	2.09E-07	8.76E-05	0.000854885	0.000481435	0.000419282	4.62E-06	0.000108071	4.00E-06	5.39E-05	8.71E-06	1.01E-08	7.06E-07	2.09E-06	2.09E-10	1.33E-09	6.88E-07	5.91E-09	2.13E-09	6.49E-08	4.49E-08	2.82E-08	1.23E-07	1.63E-07	6.24E-10	1.97E-08	2.43E-06
6.76734	0.487231	3.15E-08	0.000176286	5.38E-07	1.89E-11	0.00308704	0.00991124	0.0121097	0.000457334	1.30E-07	7.09E-05	0.000717468	0.000335395	0.000367157	3.43E-06	0.00012581	4.59E-06	5.27E-05	1.11E-05	5.64E-09	6.76E-07	2.26E-06	4.49E-10	2.56E-09	5.21E-07	9.85E-09	4.06E-09	7.69E-08	6.95E-08	2.43E-08	1.13E-07	2.29E-07	4.90E-10	1.54E-08	2.56E-06
6.77291	0.488004	5.86E-08	0.000328894	7.47E-07	4.12E-11	0.00168524	0.00928808	0.00982389	0.000313677	9.14E-08	6.02E-05	0.00065162	0.00024471	0.00031582	2.25E-06	0.000151503	5.46E-06	5.06E-05	1.49E-05	2.37E-09	6.01E-07	2.45E-06	1.34E-09	5.91E-09	3.38E-07	1.87E-08	9.13E-09	9.22E-08	1.19E-07	1.99E-08	9.52E-08	3.43E-07	3.44E-10	1.02E-08	2.70E-06
6.77709	0.488646	8.77E-08	0.00043167	9.31E-07	6.86E-11	0.00103453	0.0083344	0.00785828	0.000215929	7.56E-08	5.58E-05	0.00063525	0.000197685	0.000275074	1.44E-06	0.000177586	6.35E-06	4.81E-05	1.91E-05	9.44E-10	4.96E-07	2.57E-06	3.61E-09	1.24E-08	2.08E-07	3.22E-08	1.85E-08	1.02E-07	1.87E-07	1.63E-08	7.45E-08	4.79E-07	2.36E-10	6.27E-09	2.76E-06
6.78126	0.489262	1.22E-07	0.000474084	1.11E-06	9.83E-11	0.000694523	0.00705427	0.00606272	0.000140602	6.49E-08	5.44E-05	0.00063878	0.000162647	0.000234249	8.35E-07	0.000207808	7.39E-06	4.46E-05	2.44E-05	3.01E-10	3.57E-07	2.60E-06	9.71E-09	2.66E-08	1.10E-07	5.28E-08	3.71E-08	1.03E-07	2.87E-07	1.29E-08	5.00E-08	6.55E-07	1.46E-10	3.16E-09	2.74E-06
6.78543	0.489804	1.59E-07	0.000442549	1.21E-06	1.16E-10	0.00055414	0.0056576	0.00469342	8.94E-05	5.53E-08	5.51E-05	0.000652796	0.000135178	0.00019608	4.40E-07	0.000238935	8.46E-06	4.06E-05	3.04E-05	7.99E-11	2.18E-07	2.52E-06	2.30E-08	5.35E-08	5.11E-08	7.50E-08	6.78E-08	8.79E-08	4.07E-07	9.73E-09	2.78E-08	8.49E-07	8.34E-11	1.30E-09	2.63E-06
6.7896	0.490273	1.98E-07	0.000352745	1.18E-06	1.11E-10	0.000511863	0.00426665	0.00374351	5.48E-05	4.50E-08	5.70E-05	0.00067111	0.000111665	0.000160913	2.04E-07	0.000269585	9.51E-06	3.62E-05	3.67E-05	1.66E-11	1.06E-07	2.35E-06	4.58E-08	9.97E-08	1.97E-08	8.72E-08	1.10E-07	5.97E-08	5.35E-07	6.92E-09	1.17E-08	1.05E-06	4.17E-11	4.14E-10	2.42E-06
6.79515	0.491665	2.53E-07	0.000194764	8.35E-07	7.06E-11	0.000518033	0.00265476	0.00296648	2.58E-05	3.20E-08	5.98E-05	0.000695356	8.57E-05	0.000120806	5.73E-08	0.000306378	1.07E-05	3.06E-05	4.48E-05	1.26E-12	2.57E-08	2.04E-06	7.72E-08	1.91E-07	3.95E-09	6.80E-08	1.60E-07	2.13E-08	6.94E-07	3.88E-09	2.14E-09	1.30E-06	1.29E-11	6.50E-11	2.05E-06
6.79793	0.491861	2.76E-07	0.000117672	5.44E-07	4.02E-11	0.00053031	0.00200782	0.00277866	1.64E-05	2.51E-08	6.13E-05	0.000706094	7.49E-05	0.00010481	2.51E-08	0.000321748	1.10E-05	2.79E-05	4.84E-05	2.39E-13	9.09E-09	1.92E-06	8.28E-08	2.49E-07	1.40E-09	4.58E-08	1.74E-07	8.97E-09	7.64E-07	2.62E-09	6.39E-10	1.41E-06	5.87E-12	2.24E-11	1.86E-06
6.8007	0.492007	2.80E-07	6.09E-05	2.81E-07	1.67E-11	0.000542043	0.00153646	0.00267377	9.96E-06	1.77E-08	6.24E-05	0.000714413	6.66E-05	9.31E-05	1.00E-08	0.000333446	1.10E-05	2.57E-05	5.12E-05	3.74E-14	2.65E-09	1.84E-06	7.51E-08	3.04E-07	4.67E-10	2.52E-08	1.76E-07	2.99E-09	8.22E-07	1.67E-09	1.79E-10	1.50E-06	2.39E-12	7.90E-12	1.70E-06
6.80383	0.493055	2.56E-07	2.20E-05	9.45E-08	3.81E-12	0.000553532	0.00113792	0.00253222	4.97E-06	9.50E-09	6.33E-05	0.000721873	5.95E-05	8.23E-05	2.86E-09	0.000344421	1.06E-05	2.38E-05	5.39E-05	2.96E-15	4.60E-10	1.76E-06	5.38E-08	3.53E-07	1.34E-10	9.52E-09	1.67E-07	5.86E-10	9.02E-07	9.08E-10	5.03E-11	1.57E-06	7.09E-13	2.21E-12	1.52E-06
6.80695	0.494058	2.06E-07	5.45E-06	2.14E-08	4.94E-13	0.000561749	0.000876832	0.00242387	2.10E-06	4.04E-09	6.40E-05	0.000726958	5.46E-05	7.52E-05	5.97E-10	0.000352022	9.92E-06	2.25E-05	5.59E-05	1.24E-16	4.76E-11	1.72E-06	2.97E-08	3.86E-07	4.33E-11	2.39E-09	1.54E-07	6.61E-11	9.73E-07	4.18E-10	1.87E-11	1.62E-06	1.51E-13	4.66E-13	1.38E-06
6.81077	0.496007	1.53E-07	6.00E-07	2.28E-09	2.64E-14	0.000568063	0.000674376	0.00224553	5.37E-07	1.35E-09	6.44E-05	0.000730991	5.11E-05	6.85E-05	5.24E-11	0.000358938	9.26E-06	2.16E-05	5.78E-05	8.44E-19	1.27E-12	1.67E-06	9.77E-09	3.99E-07	1.16E-11	2.35E-10	1.43E-07	1.91E-12	1.07E-06	1.24E-10	5.38E-12	1.65E-06	1.35E-14	4.14E-14	1.22E-06
6.81267	0.496236	1.34E-07	1.69E-07	5.29E-10	4.75E-15	0.000569345	0.000633352	0.00222285	2.21E-07	8.93E-10	6.45E-05	0.000731796	5.03E-05	6.74E-05	1.10E-11	0.000360179	9.07E-06	2.14E-05	5.81E-05	3.09E-20	1.09E-13	1.67E-06	4.43E-09	4.03E-07	5.09E-12	4.72E-11	1.40E-07	1.68E-13	1.09E-06	5.42E-11	2.35E-12	1.66E-06	2.59E-15	7.98E-15	1.19E-06
6.81458	0.496479	1.23E-07	6.45E-08	1.27E-10	1.13E-15	0.000570048	0.000609806	0.00220019	8.40E-08	7.47E-10	6.46E-05	0.000732267	4.99E-05	6.66E-05	2.65E-12	0.000360995	8.99E-06	2.13E-05	5.83E-05	8.57E-22	7.31E-15	1.67E-06	1.83E-09	4.04E-07	2.07E-12	8.02E-12	1.39E-07	1.16E-14	1.10E-06	2.19E-11	8.60E-13	1.66E-06	4.88E-16	1.28E-15	1.17E-06
6.81476	0.498461	1.25E-07	5.56E-08	1.16E-10	1.08E-15	0.000572151	0.000537542	0.00200757	7.43E-08	1.45E-09	6.47E-05	0.000733823	4.87E-05	6.21E-05	2.19E-12	0.000364996	8.96E-06	2.10E-05	5.95E-05	6.56E-22	6.45E-15	1.64E-06	1.73E-09	3.91E-07	2.04E-12	7.44E-12	1.39E-07	1.05E-14	1.21E-06	2.15E-11	8.42E-13	1.64E-06	4.68E-16	1.22E-15	1.05E-06
6.81493	0.499361	1.26E-07	4.94E-08	1.03E-10	9.77E-16	0.000573208	0.000501419	0.00191169	6.60E-08	2.02E-09	6.47E-05	0.000734598	4.81E-05	5.99E-05	1.85E-12	0.000367004	8.93E-06	2.08E-05	6.01E-05	4.67E-22	5.18E-15	1.63E-06	1.60E-09	3.84E-07	1.92E-12	6.47E-12	1.39E-07	8.61E-15	1.27E-06	2.02E-11	7.92E-13	1.63E-06	4.13E-16	1.08E-15	9.95E-07
6.81528	0.500562	1.27E-07	3.95E-08	7.89E-11	7.83E-16	0.000574729	0.000449612	0.00177438	5.18E-08	3.09E-09	6.49E-05	0.000735709	4.73E-05	5.67E-05	1.32E-12	0.000369892	8.88E-06	2.06E-05	6.10E-05	2.21E-22	3.12E-15	1.62E-06	1.34E-09	3.75E-07	1.66E-12	4.67E-12	1.40E-07	5.34E-15	1.35E-06	1.73E-11	6.79E-13	1.60E-06	3.05E-16	7.97E-16	9.11E-07
6.81598	0.501095	1.25E-07	2.85E-08	4.54E-11	5.02E-16	0.000575748	0.000414892	0.00168335	3.19E-08	4.74E-09	6.50E-05	0.000736445	4.67E-05	5.46E-05	7.49E-13	0.000371816	8.80E-06	2.04E-05	6.16E-05	4.16E-23	8.98E-16	1.62E-06	8.85E-10	3.69E-07	1.12E-12	2.07E-12	1.42E-07	1.58E-15	1.42E-06	1.15E-11	4.52E-13	1.58E-06	1.36E-16	3.55E-16	8.57E-07
6.81737	0.501806	1.08E-07	1.76E-08	1.89E-11	2.57E-16	0.000577309	0.000361508	0.00153891	1.05E-08	7.93E-09	6.52E-05	0.000737575	4.58E-05	5.14E-05	3.29E-13	0.000374824	8.67E-06	2.02E-05	6.26E-05	9.94E-25	4.79E-17	1.61E-06	3.32E-10	3.60E-07	4.36E-13	3.01E-13	1.46E-07	8.95E-17	1.52E-06	4.39E-12	1.72E-13	1.53E-06	1.99E-17	5.20E-17	7.72E-07
6.81772	0.501692	1.00E-07	1.67E-08	1.70E-11	2.48E-16	0.000577791	0.000344366	0.00148541	7.70E-09	1.07E-08	6.53E-05	0.000737929	4.55E-05	5.03E-05	3.13E-13	0.000375844	8.60E-06	2.02E-05	6.29E-05	4.16E-25	2.19E-17	1.61E-06	2.54E-10	3.58E-07	3.40E-13	1.80E-13	1.48E-07	4.18E-17	1.57E-06	3.40E-12	1.33E-13	1.50E-06	1.20E-17	3.13E-17	7.45E-07
6.81807	0.501597	9.05E-08	1.61E-08	1.58E-11	2.40E-16	0.00057827	0.000327309	0.00143188	5.54E-09	1.34E-08	6.54E-05	0.000738281	4.52E-05	4.92E-05	3.06E-13	0.000376861	8.53E-06	2.01E-05	6.32E-05	1.76E-25	9.45E-18	1.61E-06	1.91E-10	3.55E-07	2.61E-13	1.03E-13	1.50E-07	1.85E-17	1.61E-06	2.58E-12	1.01E-13	1.48E-06	6.93E-18	1.81E-17	7.18E-07
6.81842	0.501519	7.94E-08	1.55E-08	1.51E-11	2.35E-16	0.000578746	0.000310326	0.0013783	3.92E-09	1.59E-08	6.55E-05	0.00073863	4.49E-05	4.81E-05	3.05E-13	0.000377873	8.46E-06	2.01E-05	6.36E-05	7.58E-26	3.89E-18	1.61E-06	1.41E-10	3.52E-07	1.97E-13	5.76E-14	1.53E-07	7.91E-18	1.65E-06	1.93E-12	7.56E-14	1.45E-06	3.89E-18	1.02E-17	6.91E-07
6.81877	0.501461	6.74E-08	1.51E-08	1.46E-11	2.34E-16	0.000579218	0.000293408	0.00132468	2.73E-09	1.83E-08	6.56E-05	0.000738978	4.47E-05	4.71E-05	3.08E-13	0.000378882	8.40E-06	2.00E-05	6.39E-05	3.26E-26	1.52E-18	1.61E-06	1.03E-10	3.49E-07	1.46E-13	3.11E-14	1.55E-07	3.27E-18	1.69E-06	1.42E-12	5.57E-14	1.43E-06	2.11E-18	5.52E-18	6.63E-07
6.81912	0.50142	5.54E-08	1.47E-08	1.43E-11	2.36E-16	0.000579688	0.000276543	0.00127101	1.86E-09	2.05E-08	6.57E-05	0.000739324	4.44E-05	4.60E-05	3.14E-13	0.000379887	8.34E-06	2.00E-05	6.42E-05	0	5.69E-19	1.62E-06	7.38E-11	3.46E-07	1.07E-13	1.62E-14	1.57E-07	1.32E-18	1.74E-06	1.03E-12	4.03E-14	1.40E-06	1.11E-18	2.91E-18	6.36E-07
6.81947	0.499736	4.43E-08	1.44E-08	1.42E-11	2.45E-16	0.000580142	0.000260011	0.0012164	1.27E-09	2.69E-08	6.58E-05	0.000739661	4.41E-05	4.49E-05	3.29E-13	0.000380879	8.28E-06	1.99E-05	6.46E-05	0	2.12E-19	1.62E-06	5.29E-11	3.43E-07	7.81E-14	8.49E-15	1.59E-07	5.52E-19	1.78E-06	7.44E-13	2.92E-14	1.38E-06	5.84E-19	1.53E-18	6.09E-07
6.81947	0.494071	4.47E-08	1.46E-08	1.44E-11	2.62E-16	0.000580102	0.000260723	0.00121247	1.30E-09	4.15E-08	6.59E-05	0.000739639	4.41E-05	4.50E-05	3.55E-13	0.000380859	8.28E-06	1.99E-05	6.46E-05	0	2.34E-19	1.62E-06	5.46E-11	3.43E-07	8.09E-14	9.07E-15	1.60E-07	6.00E-19	1.78E-06	7.69E-13	3.02E-14	1.38E-06	6.24E-19	1.63E-18	6.09E-07
6.81948	0.488475	4.51E-08	1.48E-08	1.45E-11	2.78E-16	0.000580062	0.000261407	0.00120848	1.34E-09	5.48E-08	6.59E-05	0.000739616	4.41E-05	4.50E-05	3.82E-13	0.000380841	8.27E-06	2.00E-05	6.46E-05	0	2.56E-19	1.62E-06	5.62E-11	3.43E-07	8.34E-14	9.62E-15	1.60E-07	6.47E-19	1.78E-06	7.92E-13	3.11E-14	1.37E-06	6.62E-19	1.73E-18	6.10E-07
6.81948	0.482948	4.54E-08	1.49E-08	1.47E-11	2.94E-16	0.000580024	0.000262065	0.00120441	1.37E-09	6.71E-08	6.60E-05	0.000739595	4.42E-05	4.50E-05	4.10E-13	0.000380823	8.27E-06	2.00E-05	6.46E-05	0	2.78E-19	1.62E-06	5.78E-11	3.43E-07	8.59E-14	1.02E-14	1.60E-07	6.96E-19	1.78E-06	8.14E-13	3.19E-14	1.37E-06	7.00E-19	1.83E-18	6.10E-07
6.81949	0.477492	4.56E-08	1.50E-08	1.48E-11	3.10E-16	0.000579986	0.000262696	0.00120028	1.40E-09	7.83E-08	6.60E-05	0.000739574	4.42E-05	4.50E-05	4.38E-13	0.000380807	8.27E-06	2.00E-05	6.46E-05	0	3.00E-19	1.62E-06	5.93E-11	3.43E-07	8.83E-14	1.07E-14	1.61E-07	7.45E-19	1.78E-06	8.36E-13	3.28E-14	1.37E-06	7.38E-19	1.93E-18	6.11E-07
6.81949	0.472107	4.58E-08	1.51E-08	1.49E-11	3.26E-16	0.000579949	0.000263301	0.00119609	1.43E-09	8.86E-08	6.60E-05	0.000739554	4.42E-05	4.50E-05	4.68E-13	0.000380792	8.27E-06	2.00E-05	6.46E-05	0	3.23E-19	1.62E-06	6.08E-11	3.43E-07	9.07E-14	1.13E-14	1.61E-07	7.95E-19	1.79E-06	8.57E-13	3.36E-14	1.37E-06	7.75E-19	2.03E-18	6.11E-07
6.8195	0.466794	4.60E-08	1.52E-08	1.50E-11	3.42E-16	0.000579913	0.00026388	0.00119182	1.45E-09	9.80E-08	6.61E-05	0.000739534	4.42E-05	4.50E-05	4.98E-13	0.000380778	8.27E-06	2.00E-05	6.46E-05	1.26E-26	3.46E-19	1.62E-06	6.22E-11	3.43E-07	9.30E-14	1.18E-14	1.61E-07	8.46E-19	1.79E-06	8.77E-13	3.44E-14	1.36E-06	8.13E-19	2.13E-18	6.11E-07
6.81951	0.461553	4.61E-08	1.53E-08	1.50E-11	3.58E-16	0.000579877	0.000264432	0.00118749	1.48E-09	1.07E-07	6.61E-05	0.000739515	4.42E-05	4.51E-05	5.29E-13	0.000380766	8.28E-06	2.00E-05	6.46E-05	1.51E-26	3.69E-19	1.62E-06	6.36E-11	3.43E-07	9.53E-14	1.23E-14	1.62E-07	8.98E-19	1.79E-06	8.97E-13	3.52E-14	1.36E-06	8.50E-19	2.22E-18	6.12E-07
6.81951	0.456386	4.62E-08	1.54E-08	1.51E-11	3.74E-16	0.000579842	0.000264958	0.00118309	1.50E-09	1.14E-07	6.61E-05	0.000739496	4.43E-05	4.51E-05	5.60E-13	0.000380755	8.28E-06	2.00E-05	6.46E-05	1.88E-26	3.93E-19	1.62E-06	6.49E-11	3.43E-07	9.74E-14	1.29E-14	1.62E-07	9.49E-19	1.79E-06	9.16E-13	3.59E-14	1.36E-06	8.86E-19	2.32E-18	6.12E-07
6.81952	0.451292	4.63E-08	1.54E-08	1.51E-11	3.89E-16	0.000579808	0.000265458	0.00117863	1.53E-09	1.21E-07	6.62E-05	0.000739478	4.43E-05	4.51E-05	5.93E-13	0.000380745	8.28E-06	2.01E-05	6.46E-05	2.16E-26	4.17E-19	1.62E-06	6.62E-11	3.43E-07	9.96E-14	1.34E-14	1.62E-07	1.00E-18	1.79E-06	9.34E-13	3.66E-14	1.36E-06	9.22E-19	2.41E-18	6.12E-07
6.81952	0.446272	4.63E-08	1.54E-08	1.51E-11	4.05E-16	0.000579775	0.000265933	0.00117409	1.55E-09	1.28E-07	6.62E-05	0.00073946	4.43E-05	4.51E-05	6.25E-13	0.000380737	8.28E-06	2.01E-05	6.46E-05	2.47E-26	4.40E-19	1.62E-06	6.74E-11	3.43E-07	1.02E-13	1.39E-14	1.63E-07	1.05E-18	1.79E-06	9.52E-13	3.73E-14	1.36E-06	9.58E-19	2.51E-18	6.12E-07
6.81953	0.441326	4.63E-08	1.54E-08	1.51E-11	4.21E-16	0.000579742	0.000266381	0.00116949	1.57E-09	1.34E-07	6.63E-05	0.000739443	4.43E-05	4.51E-05	6.59E-13	0.00038073	8.28E-06	2.01E-05	6.46E-05	2.80E-26	4.64E-19	1.62E-06	6.86E-11	3.43E-07	1.04E-13	1.44E-14	1.63E-07	1.11E-18	1.80E-06	9.69E-13	3.80E-14	1.35E-06	9.93E-19	2.60E-18	6.12E-07
6.81953	0.436455	4.63E-08	1.54E-08	1.51E-11	4.36E-16	0.00057971	0.000266804	0.00116483	1.59E-09	1.39E-07	6.63E-05	0.000739427	4.43E-05	4.51E-05	6.93E-13	0.000380724	8.29E-06	2.01E-05	6.47E-05	3.05E-26	4.88E-19	1.62E-06	6.98E-11	3.43E-07	1.06E-13	1.49E-14	1.63E-07	1.16E-18	1.80E-06	9.86E-13	3.86E-14	1.35E-06	1.03E-18	2.69E-18	6.11E-07
6.81954	0.431658	4.63E-08	1.54E-08	1.51E-11	4.51E-16	0.000579679	0.000267202	0.0011601	1.61E-09	1.44E-07	6.63E-05	0.000739411	4.43E-05	4.51E-05	7.28E-13	0.00038072	8.29E-06	2.01E-05	6.47E-05	3.41E-26	5.11E-19	1.62E-06	7.09E-11	3.43E-07	1.08E-13	1.54E-14	1.63E-07	1.21E-18	1.80E-06	1.00E-12	3.93E-14	1.35E-06	1.06E-18	2.78E-18	6.11E-07
6.81954	0.426937	4.62E-08	1.54E-08	1.50E-11	4.66E-16	0.000579649	0.000267574	0.0011553	1.62E-09	1.48E-07	6.64E-05	0.000739396	4.44E-05	4.51E-05	7.63E-13	0.000380717	8.29E-06	2.01E-05	6.47E-05	3.79E-26	5.35E-19	1.62E-06	7.20E-11	3.43E-07	1.09E-13	1.59E-14	1.64E-07	1.26E-18	1.80E-06	1.02E-12	3.99E-14	1.35E-06	1.09E-18	2.86E-18	6.11E-07
